,x,y,z,h,m,s,name,sporo,code,cluster,site,sex,age,price,cult,type
15273,598677.235787808,2128498.12787385,3348.9,14,4,12,NA,NA,070727_H20M1,8_a_p,7,H,20,NA,NA,path
15274,598665.45789819,2128516.50853094,3347.9,14,4,42,NA,NA,070727_H20M1,8_a_p,7,H,20,NA,NA,path
1702,598653.779652793,2128516.44544919,3346,14,4,55,17,5,070727_H20M1,8_a,7,H,20,40,1,patch
15275,598653.779652793,2128516.44544919,3343.1,14,5,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15276,598650.843488511,2128519.5036375,3337.8,14,5,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15277,598647.95713267,2128513.33995358,3334,14,6,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15278,598650.810282484,2128525.65155268,3333,14,6,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15279,598647.890722675,2128525.63578382,3335.9,14,7,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15280,598656.599589999,2128534.90496474,3336.4,14,7,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15281,598674.116940617,2128534.99959365,3335,14,8,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15282,598691.567851758,2128547.39007101,3334,14,8,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15283,598700.276686977,2128556.65927441,3335,14,9,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15284,598703.163017925,2128562.82296795,3337.8,14,9,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15285,598706.016121389,2128575.13457827,3338.3,14,10,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15286,598714.791392586,2128572.10795703,3355.6,14,10,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15287,598708.919060452,2128578.22431491,3360.9,14,11,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15288,598706.082572185,2128562.83874591,3354.7,14,11,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15289,598703.096569095,2128575.11880024,3344.6,14,12,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15290,598705.96628305,2128584.35645264,3340.7,14,12,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15291,598697.29068706,2128568.93932948,3347,14,13,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15292,598700.193628571,2128572.0290646,3347,14,13,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15293,598700.177016819,2128575.10302266,3344.1,14,14,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15294,598703.063344542,2128581.26671643,3341.2,14,14,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15295,598703.063344542,2128581.26671643,3342.6,14,15,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15296,598700.160405047,2128578.17698074,3349.9,14,15,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15297,598705.999508632,2128578.20853639,3341.2,14,16,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15298,598703.096569095,2128575.11880024,3339.8,14,16,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15299,598700.160405047,2128578.17698074,3342.6,14,17,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15300,598697.307298273,2128565.86537145,3337.4,14,17,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15301,598697.257464564,2128575.08724556,3336.9,14,18,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15302,598700.143793249,2128581.25093882,3347.9,14,18,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15303,598703.063344542,2128581.26671643,3355.6,14,19,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15304,598703.063344542,2128581.26671643,3350.8,14,19,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15305,598703.07995683,2128578.19275833,3343.6,14,20,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15306,598703.07995683,2128578.19275833,3343.1,14,20,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15307,598700.160405047,2128578.17698074,3348.4,14,21,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15308,598703.07995683,2128578.19275833,3331.6,14,21,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15309,598708.885833886,2128584.3722312,3328.7,14,22,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15310,598697.257464564,2128575.08724556,3332.1,14,22,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15311,598700.127181429,2128584.32489691,3337.4,14,23,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15312,598697.257464564,2128575.08724556,3326.3,14,23,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15313,598700.160405047,2128578.17698074,3325.3,14,24,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15314,598705.982895852,2128581.28249451,3323.4,14,24,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15315,598711.805384741,2128584.38801023,3321,14,25,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15316,598700.143793249,2128581.25093882,3332.1,14,25,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15317,598703.030119896,2128587.41463266,3330.1,14,26,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15318,598703.030119896,2128587.41463266,3349.9,14,26,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15319,598703.030119896,2128587.41463266,3341.2,14,27,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15320,598700.143793249,2128581.25093882,3346,14,27,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15321,598703.07995683,2128578.19275833,3346.5,14,28,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15322,598703.096569095,2128575.11880024,3342.2,14,28,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15323,598700.193628571,2128572.0290646,3341.7,14,29,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15324,598705.982895852,2128581.28249451,3342.2,14,29,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15325,598711.722315464,2128599.75780121,3325.8,14,30,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15326,598711.772157099,2128590.53592659,3343.6,14,30,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15327,598711.788770932,2128587.46196841,3326.3,14,31,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15328,598700.127181429,2128584.32489691,3340.2,14,31,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15329,598703.030119896,2128587.41463266,3339.3,14,32,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15330,598711.788770932,2128587.46196841,3330.6,14,32,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15331,598708.885833886,2128584.3722312,3336.4,14,33,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15332,598705.933057374,2128590.50436893,3330.6,14,33,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15333,598703.013507537,2128590.48859079,3337.4,14,34,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15334,598703.04673223,2128584.34067454,3340.2,14,34,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15335,598703.07995683,2128578.19275833,3362.8,14,35,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15336,598703.096569095,2128575.11880024,3351.3,14,35,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15337,598705.999508632,2128578.20853639,3361.4,14,36,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15338,598703.04673223,2128584.34067454,3359,14,36,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15339,598703.04673223,2128584.34067454,3356.1,14,37,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15340,598708.852607227,2128590.52014753,3357.1,14,37,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15341,598726.369906733,2128590.61482893,3353.7,14,38,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15342,598732.19238942,2128593.72035147,3368.1,14,38,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15343,598758.48495754,2128590.78845516,3393.9888888889,14,39,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15344,598758.551444189,2128578.49262124,3414.7,14,39,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15345,598761.421129912,2128587.73028365,3395,14,40,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15346,598781.857985146,2128587.84080561,3384,14,40,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15347,598790.683145847,2128575.59234443,3384,14,41,12,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
15348,598802.278212207,2128591.02530924,3372.9,14,41,42,NA,NA,070727_H20M1,16_p,7,H,20,NA,NA,path
1703,598811.020233067,2128594.14665151,3372.9,14,41,47,17,3,070727_H20M1,9_a,7,H,20,40,1,patch
15349,598811.020233067,2128594.14665151,3371,14,42,12,NA,NA,070727_H20M1,17_p,7,H,20,NA,NA,path
15350,598819.728986917,2128603.41591597,3370,14,42,42,NA,NA,070727_H20M1,17_p,7,H,20,NA,NA,path
15351,598831.407181431,2128603.47910631,3371,14,43,12,NA,NA,070727_H20M1,17_p,7,H,20,NA,NA,path
1704,598851.893935024,2128594.36782996,3371.7,14,43,29,10,4,070727_H20M1,2_c,7,H,20,30,2,patch
15352,598851.893935024,2128594.36782996,3371.5,14,43,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15353,598860.65258591,2128594.41523725,3369.6,14,44,12,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15354,598854.896674773,2128579.01383631,3369.1,14,44,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15355,598849.124116553,2128566.68639687,3369.6,14,45,12,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15356,598860.752419107,2128575.97148231,3368.1,14,45,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
1705,598886.978469532,2128585.33560629,3360.4,14,46,4,10,2,070727_H20M1,2_c,7,H,20,30,2,patch
15357,598886.978469532,2128585.33560629,3360.4,14,46,12,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
1706,598889.881377709,2128588.42537315,3360.4,14,46,27,26,1,070727_H20M1,2_c,7,H,20,40,1,patch
15358,598889.881377709,2128588.42537315,3361.4,14,46,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15359,598898.606741655,2128594.62071737,3361.4,14,47,12,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15360,598921.929848168,2128600.8951251,3361.9,14,47,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15361,598942.400002132,2128594.85790787,3364.8,14,48,12,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15362,598954.094860275,2128591.84721661,3364.8,14,48,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15363,598977.451272069,2128591.97377594,3364.8,14,49,12,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
1707,598977.451272069,2128591.97377594,3364.7,14,49,21,10,2,070727_H20M1,2_c,7,H,20,30,2,patch
15364,598991.949063426,2128610.49665112,3370,14,49,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15365,599006.480152405,2128622.87161897,3370,14,50,12,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15366,599023.96410024,2128629.11450796,3370.5,14,50,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15367,599032.77274262,2128619.94011729,3370,14,51,12,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15368,599041.514715509,2128623.06157233,3369.6,14,51,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
1708,599062.018237263,2128610.87656719,3370.2,14,52,5,4,2,070727_H20M1,2_c,7,H,20,30,4,patch
15369,599062.018237263,2128610.87656719,3370.5,14,52,12,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
1709,599061.951545207,2128623.1724095,3366.6,14,52,37,17,2,070727_H20M1,2_c,7,H,20,40,1,patch
15370,599061.951545207,2128623.1724095,3366.7,14,52,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15371,599073.596383908,2128629.38367667,3366.2,14,53,12,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
1710,599085.274569073,2128629.44703009,3366.9,14,53,28,17,16,070727_H20M1,2_c,7,H,20,40,1,patch
15372,599085.274569073,2128629.44703009,3373.9,14,53,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15373,599085.22453785,2128638.66891244,3380.1,14,54,12,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15374,599085.22453785,2128638.66891244,3384.9,14,54,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15375,599076.499254597,2128632.47347504,3388.3,14,55,12,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
1711,599073.596383908,2128629.38367667,3387.8,14,55,42,17,2,070727_H20M1,2_c,7,H,20,40,1,patch
15376,599073.596383908,2128629.38367667,3387.8,14,55,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15377,599070.676837664,2128629.36783948,3392.1,14,56,12,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15378,599070.760210282,2128613.99803622,3395,14,56,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15379,599064.971133276,2128604.74448172,3397,14,57,12,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15380,599073.69643393,2128610.93991267,3393.6,14,57,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
1712,599073.69643393,2128610.93991267,3393.6,14,57,49,21,1,070727_H20M1,2_c,7,H,20,40,1,patch
15381,599079.485504519,2128620.19347029,3394.1,14,58,12,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
15382,599091.147017763,2128623.330788,3393.1,14,58,42,NA,NA,070727_H20M1,2_c_p,7,H,20,NA,NA,path
1713,599091.147017763,2128623.330788,3393.6,14,58,50,4,3,070727_H20M1,2_c,7,H,20,30,4,patch
15383,599091.130339775,2128626.4047488,3385.9,14,59,12,NA,NA,070727_H20M1,18_p,7,H,20,NA,NA,path
15384,599091.163695727,2128620.25682722,3383.5,14,59,42,NA,NA,070727_H20M1,18_p,7,H,20,NA,NA,path
15385,599097.102864641,2128601.84474372,3384.9,15,0,12,NA,NA,070727_H20M1,18_p,7,H,20,NA,NA,path
15386,599120.442589087,2128605.04544745,3385.4,15,0,42,NA,NA,070727_H20M1,18_p,7,H,20,NA,NA,path
15387,599143.732246592,2128617.46806469,3383.5,15,1,12,NA,NA,070727_H20M1,18_p,7,H,20,NA,NA,path
15388,599152.474204393,2128620.58957362,3389.3,15,1,42,NA,NA,070727_H20M1,18_p,7,H,20,NA,NA,path
15389,599172.877658935,2128626.8484575,3389.7,15,2,12,NA,NA,070727_H20M1,18_p,7,H,20,NA,NA,path
15390,599202.03974015,2128633.15493669,3390.2,15,2,42,NA,NA,070727_H20M1,18_p,7,H,20,NA,NA,path
1714,599216.620774039,2128636.30819409,3391.6,15,3,1,17,4,070727_H20M1,0_c,7,H,20,40,1,patch
15391,599216.620774039,2128636.30819409,3391.7,15,3,12,NA,NA,070727_H20M1,19_p,7,H,20,NA,NA,path
15392,599228.332361167,2128630.22371572,3389.3,15,3,42,NA,NA,070727_H20M1,19_p,7,H,20,NA,NA,path
15393,599245.883052965,2128624.17097346,3388.3,15,4,12,NA,NA,070727_H20M1,19_p,7,H,20,NA,NA,path
15394,599257.544540391,2128627.3083988,3392.1,15,4,42,NA,NA,070727_H20M1,19_p,7,H,20,NA,NA,path
15395,599272.209113851,2128615.09189079,3394.6,15,5,12,NA,NA,070727_H20M1,19_p,7,H,20,NA,NA,path
15396,599283.95415505,2128602.85952272,3398.9,15,5,42,NA,NA,070727_H20M1,19_p,7,H,20,NA,NA,path
1715,599281.101441928,2128590.54780423,3400.5,15,6,12,17,1,070727_H20M1,10_a,7,H,20,40,1,patch
15397,599281.101441928,2128590.54780423,3400.3,15,6,12,NA,NA,070727_H20M1,10_a_p,7,H,20,NA,NA,path
15398,599284.071126269,2128581.34178892,3404.6,15,6,42,NA,NA,070727_H20M1,10_a_p,7,H,20,NA,NA,path
1716,599284.071126269,2128581.34178892,3404.8,15,6,44,17,4,070727_H20M1,10_a,7,H,20,40,1,patch
15399,599287.007392292,2128578.28369793,3409.5,15,7,12,NA,NA,070727_H20M1,10_a_p,7,H,20,NA,NA,path
1717,599292.829792676,2128581.3894032,3408.2,15,7,33,17,22,070727_H20M1,10_a,7,H,20,40,1,patch
15400,599292.829792676,2128581.3894032,3406.6,15,7,42,NA,NA,070727_H20M1,10_a_p,7,H,20,NA,NA,path
15401,599292.829792676,2128581.3894032,3406.6,15,8,12,NA,NA,070727_H20M1,10_a_p,7,H,20,NA,NA,path
15402,599295.749348183,2128581.40527556,3410.9,15,8,42,NA,NA,070727_H20M1,10_a_p,7,H,20,NA,NA,path
15403,599295.749348183,2128581.40527556,3410.4,15,9,12,NA,NA,070727_H20M1,10_a_p,7,H,20,NA,NA,path
1718,599304.524728334,2128578.37893337,3410.6,15,9,41,17,6,070727_H20M1,10_a,7,H,20,40,1,patch
15404,599304.524728334,2128578.37893337,3409.9,15,9,42,NA,NA,070727_H20M1,20_p,7,H,20,NA,NA,path
15405,599307.477712361,2128572.24688342,3414.7,15,10,12,NA,NA,070727_H20M1,20_p,7,H,20,NA,NA,path
15406,599319.189372558,2128566.1624605,3415.2,15,10,42,NA,NA,070727_H20M1,20_p,7,H,20,NA,NA,path
15407,599333.820600006,2128560.09392305,3417.1,15,11,12,NA,NA,070727_H20M1,20_p,7,H,20,NA,NA,path
15408,599345.548997586,2128550.93555409,3418.6,15,11,42,NA,NA,070727_H20M1,20_p,7,H,20,NA,NA,path
15409,599345.599158028,2128541.71366736,3416.2,15,12,12,NA,NA,070727_H20M1,20_p,7,H,20,NA,NA,path
1719,599348.552161419,2128535.58162339,3415.2,15,12,25,17,3,070727_H20M1,11_a,7,H,20,40,1,patch
15410,599348.552161419,2128535.58162339,3417.6,15,12,42,NA,NA,070727_H20M1,11_a_p,7,H,20,NA,NA,path
15411,599360.28058191,2128526.42326307,3419.1,15,13,12,NA,NA,070727_H20M1,11_a_p,7,H,20,NA,NA,path
15412,599369.005828392,2128532.61883741,3421,15,13,42,NA,NA,070727_H20M1,11_a_p,7,H,20,NA,NA,path
1720,599377.747794531,2128535.74045379,3422.2,15,14,4,17,8,070727_H20M1,11_a,7,H,20,40,1,patch
15413,599377.747794531,2128535.74045379,3422.9,15,14,12,NA,NA,070727_H20M1,11_a_p,7,H,20,NA,NA,path
15414,599380.667357944,2128535.7563394,3419.1,15,14,42,NA,NA,070727_H20M1,11_a_p,7,H,20,NA,NA,path
15415,599392.345611778,2128535.8198865,3422.9,15,15,12,NA,NA,070727_H20M1,11_a_p,7,H,20,NA,NA,path
15416,599412.799288058,2128532.85714924,3423.9,15,15,42,NA,NA,070727_H20M1,11_a_p,7,H,20,NA,NA,path
1721,599412.799288058,2128532.85714924,3424.1,15,16,8,17,3,070727_H20M1,11_a,7,H,20,40,1,patch
15417,599409.879723949,2128532.84125852,3423.9,15,16,12,NA,NA,070727_H20M1,11_a_p,7,H,20,NA,NA,path
15418,599409.862993081,2128535.91522115,3425.8,15,16,42,NA,NA,070727_H20M1,11_a_p,7,H,20,NA,NA,path
15419,599418.588219226,2128542.11082018,3432,15,17,12,NA,NA,070727_H20M1,11_a_p,7,H,20,NA,NA,path
1722,599433.102358263,2128557.56009993,3430.8,15,17,42,4,1,070727_H20M1,11_a,7,H,20,30,4,patch
15420,599433.102358263,2128557.56009993,3431.6,15,17,42,NA,NA,070727_H20M1,11_a_p,7,H,20,NA,NA,path
15421,599430.099125251,2128572.91402008,3430.6,15,18,12,NA,NA,070727_H20M1,11_a_p,7,H,20,NA,NA,path
1723,599432.985212868,2128579.07784014,3430.8,15,18,27,4,2,070727_H20M1,11_a,7,H,20,30,4,patch
1724,599432.985212868,2128579.07784014,3430.8,15,18,37,4,4,070727_H20M1,11_a,7,H,20,30,4,patch
15422,599432.985212868,2128579.07784014,3431.1,15,18,42,NA,NA,070727_H20M1,11_a_p,7,H,20,NA,NA,path
15423,599435.854562755,2128588.31562374,3437.3,15,19,12,NA,NA,070727_H20M1,11_a_p,7,H,20,NA,NA,path
1725,599435.854562755,2128588.31562374,3437.3,15,19,14,17,15,070727_H20M1,11_a,7,H,20,40,1,patch
15424,599435.854562755,2128588.31562374,3442.6,15,19,42,NA,NA,070727_H20M1,21_p,7,H,20,NA,NA,path
15425,599438.673700614,2128606.77529709,3449.3,15,20,12,NA,NA,070727_H20M1,21_p,7,H,20,NA,NA,path
15426,599447.315192944,2128628.34072797,3450.8,15,20,42,NA,NA,070727_H20M1,21_p,7,H,20,NA,NA,path
1726,599461.829236248,2128643.79003601,3451,15,20,55,26,2,070727_H20M1,0_d,7,H,20,40,1,patch
15427,599461.829236248,2128643.79003601,3448.9,15,21,12,NA,NA,070727_H20M1,22_p,7,H,20,NA,NA,path
15428,599461.829236248,2128643.79003601,3446.5,15,21,42,NA,NA,070727_H20M1,22_p,7,H,20,NA,NA,path
15429,599467.618105071,2128653.04372619,3446.5,15,22,12,NA,NA,070727_H20M1,22_p,7,H,20,NA,NA,path
1727,599479.279542828,2128656.18129571,3446.4,15,22,36,26,1,070727_H20M1,0_d,7,H,20,40,1,patch
15430,599479.279542828,2128656.18129571,3446.5,15,22,42,NA,NA,070727_H20M1,23_p,7,H,20,NA,NA,path
15431,599487.971197119,2128668.52485935,3449.3,15,23,12,NA,NA,070727_H20M1,23_p,7,H,20,NA,NA,path
15432,599514.16333639,2128684.03783254,3446.9,15,23,42,NA,NA,070727_H20M1,23_p,7,H,20,NA,NA,path
15433,599528.761039994,2128684.11737961,3443.1,15,24,12,NA,NA,070727_H20M1,23_p,7,H,20,NA,NA,path
15434,599531.663828118,2128687.20725431,3439.7,15,24,42,NA,NA,070727_H20M1,23_p,7,H,20,NA,NA,path
15435,599543.375498658,2128681.12297439,3432,11,9,36,NA,NA,070727_M47H1,0_p,7,M,47,NA,NA,path
15436,599540.455957316,2128681.10706173,3430.6,11,10,6,NA,NA,070727_M47H1,0_p,7,M,47,NA,NA,path
15437,599540.439203211,2128684.18102567,3432.5,11,10,36,NA,NA,070727_M47H1,0_p,7,M,47,NA,NA,path
15438,599546.345305145,2128671.91699563,3434,11,11,6,NA,NA,070727_M47H1,0_p,7,M,47,NA,NA,path
15439,599566.782105506,2128672.02840021,3435.4,11,11,36,NA,NA,070727_M47H1,0_p,7,M,47,NA,NA,path
15440,599581.446864038,2128659.81213226,3437.8,11,12,6,NA,NA,070727_M47H1,0_p,7,M,47,NA,NA,path
15441,599584.349647762,2128662.90201549,3437.8,11,12,36,NA,NA,070727_M47H1,0_p,7,M,47,NA,NA,path
1728,599587.353001136,2128647.54811419,3439.7,11,13,4,3,1,070727_M47H1,1_a,7,M,47,30,4,patch
15442,599587.353001136,2128647.54811419,3439.7,11,13,6,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
15443,599590.322834657,2128638.34214165,3442.1,11,13,36,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
15444,599602.03455705,2128632.25789735,3441.2,11,14,6,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
15445,599610.843502337,2128623.08377249,3438.3,11,14,36,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
15446,599619.635689564,2128616.98361582,3443.1,11,15,6,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
1729,599628.444651054,2128607.80949886,3446.7,11,15,23,17,2,070727_M47H1,1_a,7,M,47,40,1,patch
15447,599628.444651054,2128607.80949886,3446.5,11,15,36,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
1730,599625.558632913,2128601.64564458,3449.3,11,16,5,21,1,070727_M47H1,1_a,7,M,47,40,1,patch
15448,599625.558632913,2128601.64564458,3449.3,11,16,6,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
1731,599628.511723991,2128595.51364173,3452.2,11,16,30,21,1,070727_M47H1,1_a,7,M,47,40,1,patch
15449,599628.511723991,2128595.51364173,3458.5,11,16,36,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
15450,599628.528492168,2128592.43967747,3458.5,11,17,6,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
15451,599634.350835328,2128595.54549444,3458.5,11,17,36,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
1732,599634.350835328,2128595.54549444,3458.7,11,17,39,17,4,070727_M47H1,1_a,7,M,47,40,1,patch
15452,599640.206716879,2128592.50338469,3461.8,11,18,6,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
15453,599646.112913613,2128580.23938369,3462.8,11,18,36,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
15454,599654.921905731,2128571.06527843,3466.7,11,19,6,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
15455,599657.925329778,2128555.71138678,3468.6,11,19,36,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
15456,599681.130836625,2128583.50452502,3472.4,11,20,6,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
15457,599678.345489546,2128558.89687485,3472.9,11,20,36,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
15458,599687.137730644,2128552.79674866,3474.3,11,21,6,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
1733,599687.137730644,2128552.79674866,3474.3,11,21,14,4,1,070727_M47H1,1_a,7,M,47,30,4,patch
15459,599692.976856479,2128552.82861951,3474.3,11,21,36,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
15460,599698.849541661,2128546.71256303,3478.2,11,22,6,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
1734,599693.060749563,2128537.4587968,3476.7,11,22,14,4,1,070727_M47H1,1_a,7,M,47,30,4,patch
15461,599690.141184178,2128537.44286124,3478.7,11,22,36,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
1735,599693.060749563,2128537.4587968,3478.1,11,22,48,4,2,070727_M47H1,1_a,7,M,47,30,4,patch
15462,599693.060749563,2128537.4587968,3480.1,11,23,6,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
1736,599690.141184178,2128537.44286124,3480.3,11,23,20,22,1,070727_M47H1,1_a,7,M,47,20,3,patch
15463,599684.369161611,2128525.11513374,3480.1,11,23,36,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
15464,599690.275407965,2128512.85114552,3480.1,11,24,6,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
15465,599699.067674636,2128506.75102418,3482.5,11,24,36,NA,NA,070727_M47H1,1_a_p,7,M,47,NA,NA,path
